lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Vernehmen	NOUN	1968	2	Vernehmen-c2-i30	 	Dem Vernehmen nach wollte ein Kommandotrupp der Bundeswehr die Kapitulationsurkunde „sicherstellen\", da sie ja ein Beweis für die Beendigung des zweiten Weltkrieges ist.	4:13	0:169
Vernehmen	NOUN	1850	1	Vernehmen-c1-i0	 	Zu den preußischen Angelegenheiten, wo er die Widerpart des Kaisers hielt, kamen bald die siebenbürgischen hinzu; seine Vermählung mit einer Eingebornen, nach dem frühen Tode einer östreichischen Prinzessin, die sich dort keinen Augenblick glücklich gefühlt, hatte kein gutes Blut gemacht; allein für alle ungarischen, osmanischen, selbst für die erbländischen Verhältnisse, — ich finde unter andern, daß die Franzosen ihn aufgefordert seine alten Rechte an Schlesien geltend zu machen, — war ein freundliches Vernehmen mit ihm unschätzbar.	510:519	0:540
Vernehmen	NOUN	1850	1	Vernehmen-c1-i56	 	Alsdann bleibt statt der nach aussen gehenden Thätigkeit ein blosses Wissen, das nun keinen Gegenstand mehr hat; und statt des Vornehmens und Auffassens der äussern Thätigkeit ein Vernehmen jenes Wissens; welches letztere sich demnach in ein Gewusstes verwandelt.	180:189	0:263
Vernehmen	NOUN	1968	2	Vernehmen-c2-i46	 	Dem Vernehmen nach sind vor allem von griechischer Seite Vorbehalte gegen einen Beitritt Spaniens geltend gemacht worden.	4:13	0:121
Vernehmen	NOUN	1968	2	Vernehmen-c2-i51	 	„Wohin Sie wollen.. Vernehmen Sie also, dieser Henri de Faverne hat herrliche Pferde und spielt ein wahnsinniges Spiel, ohne	20:29	0:124
Vernehmen	NOUN	1968	2	Vernehmen-c2-i7	 	Sicherem Vernehmen nach bestehen seit dem Gespräch Kanzler — Ollenhauer (am 11. Januar 1954) Fühlungnahmen zwischen dem Kanzler und SPD-Vertretern.	9:18	0:147
Vernehmen	NOUN	1968	2	Vernehmen-c2-i29	 	Die Status-Veränderungen für. Renault erfordert dem Vernehmen nach einen entsprechenden Beschluß der Nationalversammlung.	52:61	0:121
Vernehmen	NOUN	1968	2	Vernehmen-c2-i27	 	Dazu soll es dem Vernehmen nach einen neuen Vertrag zum Staatsvertrag geben.	17:26	0:76
Vernehmen	NOUN	1850	1	Vernehmen-c1-i89	 	Dem Prozeß gegen Urban und Genossen wegen Aufruhrs wird noch ein Nachspiel folgen, da dem Vernehmen nach auch gegen den Studenten Feenburg, den Schauspieler Trzeck und den Maler Glade die Versetzung in den Anklagezustand beschlossen worden ist.	90:99	0:244
Vernehmen	NOUN	1850	1	Vernehmen-c1-i20	 	Fehlt es an dergleichen, von seinem Staat anerkannten Rangbestimmungen, so muss der Gesandte trachten, die Rechte seines Staates, so weit solche auf die natürliche Gleichheit, auf Verträge oder Besitzstand sich gründen, aufrecht zu erhalten, und zwar, wo möglich, auf solche Art, dass der Fortgang der Unterhandlungen und das gute Vernehmen der Höfe nicht gestört werde, und dass der Humanität und Sittenfeinheit ihr Recht widerfahre a).	331:340	0:437
Vernehmen	NOUN	1968	2	Vernehmen-c2-i40	 	Für einen Wettbewerb soll dem Vernehmen nach ganz besonders intensiv trainiert worden sein:	30:39	0:91
Vernehmen	NOUN	1850	1	Vernehmen-c1-i11	 	Herr Bemperlein hat sich sogleich mit Dr. Birkenhain in Vernehmen gesetzt und erkundet, daß Herr von Berkow noch lebe, auch noch immer seiner Besinnung mächtig, aber zu schwach sei, um den Besuch der gnädigen Frau entgegenzunehmen.	56:65	0:231
Vernehmen	NOUN	1968	2	Vernehmen-c2-i38	 	Vernehmen wir. was Willy Bartsch auf der SPD-Kreisdelegiertenversammlung aller „Ostkreise\" am 26. Mai in Neukölln zu sagen hatte.	0:9	0:129
Vernehmen	NOUN	1850	1	Vernehmen-c1-i57	 	— Vernehmen wir über den geistigen Zustand der Studirenden die Versicherungen eines Mannes, der aus langer Erfahrung spricht.	2:11	0:125
Vernehmen	NOUN	1850	1	Vernehmen-c1-i58	 	Derselbe führte als Hauptmann eine Compagnie, mit welcher er zur Armee der West-Vendée unter Charette stieß, und soll sicherem Vernehmen nach bereits am 11. October des vorigen Jahres bei der Erstürmung und Eroberung der Insel Noirmoutier geblieben sein, zum Mindesten soll sein Name auf der Todtenliste gestanden haben.	127:136	0:320
Vernehmen	NOUN	1850	1	Vernehmen-c1-i96	 	Sicherm Vernehmen nach, ist endlich von Frankfurt die Weisung ergangen, daß jetzt unverzüglich in Jütland eingerückt werden soll.	8:17	0:129
Vernehmen	NOUN	1850	1	Vernehmen-c1-i37	 	Unglücklicher Weise stand er mit denen, welche sie cultivirten, nicht im besten Vernehmen, und Gellerten besonders, für den ich, ungeschickt genug, viel Zutrauen geäußert hatte, konnte er nun gar nicht leiden.	80:89	0:209
Vernehmen	NOUN	1850	1	Vernehmen-c1-i85	 	Dem Vernehmen nach beschäftigen sich die Herren: Devivre, Leiden, Nierstraß, Sadée, Sturm, Tilmes u. A. mit Unterschriftensammeln zu der berüchtigten Petition gegen die Wiedereinführung der Bürgerwehr.	4:13	0:201
Vernehmen	NOUN	1850	1	Vernehmen-c1-i1	 	Sicherm Vernehmen nach sind die suspendirten Mitglieder die Herren Geh. Reg.-Rath Arndts, Reg.-Rath Otto, Quentin, Mathieu, Engelmann, sowie Gerhardy, Assessor mit berathender Stimme.	8:17	0:183
Vernehmen	NOUN	1968	2	Vernehmen-c2-i5	 	Die erste Geldsendung erfolgte dem Vernehmen nach durch die westdeutsche Botschaft in Belgrad, und aus diesen Mitteln wurde die Reise Außenminister Jifi Hajeks nach New York finanziert, um vor dem UNO-Sicherheitsrat auftreten zu können.	35:44	0:236
Vernehmen	NOUN	1968	2	Vernehmen-c2-i11	 	Dem Vernehmen nach hat die Westberliner Seite leider noch nicht die Möglichkeit zur sofortigen Weiterführung der bewährten Passierschein-Ubereinktinft vom 17. Dezember 1963 genutzt, obwohl die Vorschläge der DDR dem Senat seit einer Woche vorliegen.	4:13	0:249
Vernehmen	NOUN	1968	2	Vernehmen-c2-i54	 	Dem Vernehmen nach versuchen die USA Panama zu bewegen, ihnen bis zum Jahre 202S	4:13	0:80
Vernehmen	NOUN	1968	2	Vernehmen-c2-i8	 	Zu den Gesprächsthemen des „Downing-Street-Gipfels\" zählen dem Vernehmen nach die anhaltende Wirtschaftskrise in der kapitalistischen Welt, be -	63:72	0:144
Vernehmen	NOUN	1850	1	Vernehmen-c1-i7	 	Je ernstlicher mein Unwille über das so muthwillig gestörte gute Vernehmen war, desto weniger bedachte ich mich, nach einem tüchtigen Endchen Tau zu greifen und den Friedensstörer im Angesichte Jener nachdrücklich abzustrafen.	65:74	0:226
Vernehmen	NOUN	1850	1	Vernehmen-c1-i30	 	— Die Berichterstattung für die Plenarsitzung soll sicherem Vernehmen nach Graf Hohenwart übernommen haben, nachdem von den Tschechen und Polen sich kein Abgeordneter hiefür finden ließ.	60:69	0:186
Vernehmen	NOUN	1968	2	Vernehmen-c2-i12	 	Dieser erhob -zweifellos von' den Praktiken großer Vorbilder angespornt -eine beträchtliche Summe Weggeld, Dem Vernehmen nach etwa 30000 DM. und daran scheiterte das Projekt	111:120	0:173
Vernehmen	NOUN	1850	1	Vernehmen-c1-i47	 	226. Die gewöhnlichen Consularattributionen sind: eine stete Fürsorge für die gehörige Erfüllung der bestehenden Handels-und Schiffahrtverträge, sowohl von Seiten des fremden Staates wie auch der durch den Consul vertretenen Nation; daher also auch Entfernung aller etwanigen Hindernisse und Störungen des guten Vernehmens durch geeignete Schritte bei den auswärtigen Behörden, desgleichen durch Kenntnißnahme von den ankommenden Nationalschiffen, ihren Ladungen und Equipagen; daher auch gewöhnlich Ausübung der Paßpolizei; hiernächst die Verpflichtung, den ankommenden Nationalschiffen und Handeltreibenden Schutz und Beistand zu leisten, so weit sie eines solchen bedürfen und dazu berechtigt sind, dabei auch wohl die Befugniß, flüchtige Matrosen von dem auswärtigen Staate zu reclamiren, insofern sich dieser zur Auslieferung von dergleichen Personen verpflichtet hat; ferner das Recht einer freiwilligen Gerichtsbarkeit für den vertretenen Staat wenigstens zur Beglaubigung der Schiffspapiere, sofern ihr keine größere Ausdehnung ausdrücklich oder observanzmäßig zugestanden ist; endlich, wie sich von selbst versteht, das Recht der schiedsrichterlichen Intervention und Entscheidung, wenn eine solche von den Nationalen in Anspruch genommen wird.	312:322	0:1253
Vernehmen	NOUN	1968	2	Vernehmen-c2-i56	 	Hauptverhandlungspunkt war die bevorstehende endgültige Bildung des westdeutschen Separatstaates, Dem Vernehmen nach wurde vorgeschlagen, zu den Beratungen über das Grundgesetz auch Vertreter Westberlins als Gäste hinzuzuziehen.	102:111	0:228
Vernehmen	NOUN	1850	1	Vernehmen-c1-i19	 	Ich habe den Glauben an eine Offenbarung des Geistes; sie liegt nicht im Gefühl oder im Schauen oder im Vernehmen; sie bricht hervor aus der Gesammtheit der auffassenden Organe; wenn die alle der Liebe dienen, dann offenbaren sie das Geliebte; sie sind der Spiegel der inneren Welt.	104:113	0:282
Vernehmen	NOUN	1850	1	Vernehmen-c1-i87	 	Glaubwürdigem Vernehmen nach sind Warrens, der Redacteur des „Lloyd“ und Landsteiner, Redacteur der „Presse“ ‒ den ministeriellen Berathungen über das Preßgesetz beigezogen worden.	14:23	0:180
Vernehmen	NOUN	1850	1	Vernehmen-c1-i61	 	278. Z. 12. v. u. st. würde l. wurde. — 281. Z. 13. v. o. st. Vornehmens l. Vernehmens. —	76:86	0:89
Vernehmen	NOUN	1850	1	Vernehmen-c1-i74	 	Aber in Kurzem that sich — wie denn die Meinungen der Menschen, wenn auch einander nahestehend, doch sogleich verschiedene Hinneigungen offenbaren — unter den Anhängern des Königs selbst eine mit Absicht strenger katholische Partei hervor, die vor allen Dingen das gute Vernehmen mit dem Hofe zu Rom zu erhalten trachtete:	270:279	0:322
Vernehmen	NOUN	1968	2	Vernehmen-c2-i23	 	Der aus Weimar kommende neue -Bauminister beginne dem Vernehmen nach, neben anderen Städten sein Weimar aus einem Sonderfonds rekonstruieren zu lassen.	54:63	0:151
Vernehmen	NOUN	1968	2	Vernehmen-c2-i34	 	Dem Vernehmen nach soll Lon Nol für sich und seine Familie um Visa für Japan nachgesucht haben.	4:13	0:95
Vernehmen	NOUN	1850	1	Vernehmen-c1-i40	 	Die Zahl der Verwundeten ist noch nicht genau ermittelt, auf Seiten der Communalgarde allem Vernehmen nach unverhältnißmäßig stark, und zwar wurde von den Barrikaden aus mit Spitzkugelbüchsen gefeuert.	92:101	0:201
Vernehmen	NOUN	1968	2	Vernehmen-c2-i58	 	Vor allem der bisherige stellvertretende Premier Butler, Wissenschaf tsminister Lord H a i 1 s h a und Schatzkanzler Maudling hatten dem Vernehmen nach starke	137:146	0:158
Vernehmen	NOUN	1968	2	Vernehmen-c2-i49	 	Die alle sechs Monate überraschend angesetzte Übung „active edge\" („Scharfe Kante\"), mit der die Einsatzbereitschaft der Streitkräfte geübt wird, wurde dem Vernehmen nach erst auf massive deutsche Proteste am Montagmorgen gestoppt.	156:165	0:231
Vernehmen	NOUN	1850	1	Vernehmen-c1-i50	 	Die in Brandenburg geschehene Religionsveränderung wurde von Seiten des Kaisers gewissermaaßen legalisirt; statt das gute Vernehmen zu stören, diente sie vielmehr dazu es zu befestigen.	122:131	0:185
Vernehmen	NOUN	1968	2	Vernehmen-c2-i48	 	Rolle, die sie spielen müßten, nämlich Abscheu zu erregen gegen alles Schwammige, Breiige, Philiströse, Verlogene, das dem Vernehmen nach auch heute nicht ausgestorben Ist?	123:132	0:172
Vernehmen	NOUN	1850	1	Vernehmen-c1-i59	 	Dem Vernehmen nach, wird in der zweiten Kammer der Antrag gemacht werden, daß Oeffentlichkeit der ständischen Verhandlungen jetzt gleich eintreten möge.	4:13	0:152
Vernehmen	NOUN	1968	2	Vernehmen-c2-i14	 	Dem Vernehmen nach kündigte de Klerk bei dem Gespräch „drastische und umfassende\" Maßnahmen gegen die Welle der Gewalt an.	4:13	0:122
Vernehmen	NOUN	1968	2	Vernehmen-c2-i37	 	Dem Vernehmen nach ist nicht daran gedacht, Sendungen wie das Sandmannchen, den Polizeiruf 110 oder den Kessel Buntes abzuschaffen.	4:13	0:131
Vernehmen	NOUN	1968	2	Vernehmen-c2-i17	 	Dem Vernehmen nach sollen die mit jeweils sechs Sitzen im Landtag vertretenen Liberalen und Burgerbewegungen jeweils zwei Ministerien leiten, die SPD (36	4:13	0:153
Vernehmen	NOUN	1850	1	Vernehmen-c1-i27	 	Das Hörorgan der Biene würde aber auch bey Ramdohr’s Meinung in ein Organ verlegt seyn, das immerfort in Bewegung, beständigen Reibungen ausgesetzt, und also zum Vernehmen aller, von aussen kommenden Schalleindrücke sehr wenig geeignet ist.	162:171	0:240
Vernehmen	NOUN	1968	2	Vernehmen-c2-i41	 	Liest man die Berichte genauer, so findet man, daß die Tränen ja auch nur „dem Vernehmen nach\" geflossen sein sollen.	79:88	0:117
Vernehmen	NOUN	1850	1	Vernehmen-c1-i54	 	Gebiets erlassen, worin er sie ermahnte, sich ruhig zu verhalten, indem Frankreich das gute Vernehmen mit dem Pabst herstellen wolle.	92:101	0:133
Vernehmen	NOUN	1850	1	Vernehmen-c1-i8	 	Der Kaiser ließ von vielen seiner Forderungen ab und gab seinen Gesandten den Auftrag, vor allem mit den päpstlichen Legaten ein gutes Vernehmen aufrecht zu erhalten.	135:144	0:166
Vernehmen	NOUN	1968	2	Vernehmen-c2-i57	 	Dem Vernehmen nach gehören zu den Verhafteten, die auf KZ-Inseln deportiert werden sollen, mehrere ehemalige Generale.	4:13	0:118
Vernehmen	NOUN	1968	2	Vernehmen-c2-i10	 	Der Bonner Botschafter — ursprünglich wohl auf der Diplomatenbank der Loge erwartet — verschwand in Urlaub, und ein hoher Bonner Beamter — Sonntagmorgen noch von einer Wiener Zeitung als Gast angekündigt -hat dem Vernehmen nach plötzlich seine Absichten geändert und die Reise nach Wien abgesagt,	213:222	0:296
Vernehmen	NOUN	1850	1	Vernehmen-c1-i83	 	Hatte er bisher eben um des osmanischen Krieges willen das gute Vernehmen zwischen dem Kaiser und dem König herzustellen gesucht, so stieg ihm nun der Gedanke auf, den Kriegskräften der beiden Fürsten eine gemeinschaftliche Richtung gegen die von der römischen Kirche Abgewichenen zu geben: beinahe wie einst in den hierarchischen Jahrhunderten die Päpste die Waffen der Gläubigen bald gegen die Saracenen, bald gegen die Ketzer ins Feld geführt haben.	64:73	0:452
