lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
verbauen	VVPP	1855	1	burckhardt_cicerone_1855-590-18	 	In S. Niccolò in Carcere zu Rom haben sich von einem der Tempel, welche in diese Kirche verbaut sind, noch fünf Säulen mit solchen Capitälen gerettet.	88:95	0:150
verbauen	VVINF	1953	2	26120215_1953_04_29_01_007.tcf.xml-21-7	 	Denn die Kriegsverträge von Bonn und Paris verbauen nicht nur den Weg zur Wiederherstellung der Einheit Deutschlands, sie sind auch ein ernstes Hindernis für Verständigung und Frieden überhaupt.	43:51	0:194
verbauen	VVINF	1967	2	26120215_1967_01_19_01_117.tcf.xml-11-26	 	Auf die Dauei werden sie weder die Weitschützen Klimow und Zerzwadse, noch die Kreisspieler Solomko und Pchakadse bremsen und der UdSSR den Weg zur Weltspitze verbauen können.	159:167	0:175
verbauen	VVPP	1844	1	erbkam_tagebuch03_1844-73-16	 	-Der Tempel ist interessant als der einzige Doppeltempel Ägyptens; es sind Blöcke an ihm verbaut von enormer Größe; ich berechnete den einen gegen 400 lt.-Es ist etwas Riesenhaftes und die Mittel der Alten zur Bewegung dieser Steinmassen auf solche Höhe sind mir noch unklar. -	89:96	0:277
verbauen	VVPP	1878	1	schweiger_armenien_1878-1618-26	 	Alles Uebrige ist entweder Ruine oder unansehnlicher Holzbau, will man die viel älteren Ornamentplatten und sonstigen architektonischen Schmuck, der in einzelnen Moscheen und Kirchen verbaut ist, nicht gelten lassen. Wenn nun vollends der hier in der Regel äußerst strenge Winter die einsame Plateaustadt heimsucht, so liegt sie während vieler Monate hindurch in mannshohen Schnee vergraben, und der Nachbar muß sich zum Nachbar mühsam den Weg durch die Niederschlagsmasse bahnen. Hiezu kommt noch, daß die Regierung in diesem Lande, in Nachbarschaft des unwirthlichen Anti-Taurus, niemals eine entscheidende Autorität besaß.	183:190	0:625
verbauen	VVPP	1961	2	2532889X_1961-01-23_01_045.tcf.xml-9-9	 	Aber vorläufig scheint da der Weg durch finanzielle Schwierigkeiten verbaut	68:75	0:75
verbauen	VVINF	1966	2	2532889X_1966-03-08_01_094.tcf.xml-5-16	 	Die Anschläge zielten darauf ab, die Spannungen zu verschärfen und einer Verständigung den Weg zu verbauen.	98:106	0:107
verbauen	VVFIN	1800	1	paul_titan01_1800-438-57	 	— Zesara wurde kaum von einem Finger der kalten Hand des Schauders berührt, blos weil er in keinem Zimmer war, sondern in der jungen Natur, die um den zagenden Geist ihre Berge und Sterne als Hüter stellt, oder auch, weil die weite dichte Körperwelt so nahe vor uns die Geisterwelt verdrängt und verbauet; er fragte mit Entrüstung: „wer bist du?	296:304	0:345
verbauen	VVPP	1961	2	26120215_1961_03_29_01_225.tcf.xml-19-20	 	Gemauerte Schornsteine hatten die meisten Häuser, aber eine Besichtiglung der Böden zeigte manchmal, daß die Schornsteine mit Feuerholz verbaut waren.	136:143	0:150
verbauen	VVINF	1843	1	grimm_odenwald_1843-772-30	 	Es war jedoch bedungen, dass die Strahlenberger die Burg binnen sieben Jahren wieder einlösen dürften; in dieser Zeit musste aber der Bischof 150 Pfund Heller an der Burg verbauen.	171:179	0:180
verbauen	VVPP	1857	1	stifter_nachsommer02_1857-763-6	 	Sein unterer Theil war mit Holz verbaut, weil man den Plaz, an dem es stand, und der theils offen theils gedeckt war, zu häufigem Ballschlagen verwendete, und die Bälle nicht selten in die Bude der Gestalt flogen.	32:39	0:213
verbauen	VVPP	1892	1	lehnert_seehaefen02_1892-5502-17	 	Nur ungefähr die Hälfte des von den letzteren in einer Länge von acht Kilometern eingeschlossenen Raumes ist verbaut, den Rest nehmen noch Aecker und Obstgärten ein.	109:116	0:165
verbauen	VVFIN	1985	2	26120215_1985_08_05_01_061.tcf.xml-14-33	 	Lange, deutete alles auf einen einsamen „Durchmarsch von Angela Stasiulewitsch hin, die vor dem letzten Durchgang 40 Punkte Vorsprung vor allen Konkurrentinnen hatte, dann aber den dreieinhalbfachen Salto vorwärts verbaute.	214:222	0:223
verbauen	VVPP	1948	2	26120215_1948_02_25_01_103.tcf.xml-19-21	 	Material ist schon da, es wird nur allzuoft völlig unzweckmäßig in Bars, Restaurants und allen möglichen „Läden\" verbaut, was der Leiter des Hauptamtes Aufbau, Dr. Beule, kürzlich bestätigte.	113:120	0:191
verbauen	VVINF	1895	1	beck_eisen02_1895-10021-86	 	Strafe anzusetzen und kann jeder jeden Ratsherrn deshalb belangen, „die genannte Peen zuzusprechen“ „und das sollen wir, die von Amberg oder Sulzbach, welchen Raht man darumb zuspricht, bezahlen und dieselbe Peen soll fallen das Drittheil gen Amberg, das Drittheil gen Sulzbach und das Drittheil gen Nürnberg denen die Schmidwerk haben“ und diese Strafen sollen die von Amberg unter Mitwissen (Zustimmung) der von Nürnberg und Sulzbach und des Mahners zu Gotteshäusern oder an Weg und Steg verbauen.	490:498	0:499
verbauen	VVINF	1828	1	menzel_literatur02_1828-1230-53	 	Er hatte den ungeheuern Gedanken, das ganze All von der poetischen Seite, ja von jeder möglichen poetischen Seite zugleich zu zeigen, alles, was da ist, Natur, Geist und Geschichte in einer unendlichen Poesie zu verknüpfen, alles ersinnliche Schöne zumal in einem großen Dom von Poesie zu verbauen.	289:297	0:298
verbauen	VVPP	1861	1	berlepsch_alpen_1861-1899-22	 	Man hat drinnen, wo der Herd der Zerstörung ist, wo das Zusammenrotten der Schuttmassen beginnt, die Rüfen mit Thalsperren verbaut.	123:130	0:131
verbauen	VVFIN	1980	2	26120215_1980_08_06_01_036.tcf.xml-8-8	 	Die Baumeister Arnold von Westphalen und Hieronymus Lotter verbauten den Stein mit besonderer Vorliebe.	59:68	0:103
verbauen	VVINF	1896	1	raabe_akten_1896-1533-31	 	Aber wie es ausfallen mag, dabei bleibt's, Frau Nachbarin, wie sie uns auch den Vogelsang verbauen mögen: die Aussicht zwischen uns auf einander sollen sie uns nicht verbauen.	166:174	0:175
verbauen	VVPP	1972	2	26120215_1972_07_23_01_333.tcf.xml-3-26	 	Auf Flugblättern wiesen die Schüler nach, daß an ihren Anstalten seit zwei Jahren keine Trainingsmöglichkeit mehr besteht, weil der Sportplatz beider Schulen mit Pavillons verbaut wurde.	172:179	0:186
