lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
ausspannen	VVINF	1966	2	2532889X_1966-03-30_01_026.tcf.xml-9-3	 	Die Schüler sollen ausspannen von konzentriertem Lernen und Kräfte sammeln für das neue Schuljahr.	19:29	0:98
ausspannen	VVINF	1981	2	2532889X_1981-05-02_01_137.tcf.xml-113-29	 	Er weiß, welches Stehvermögen einer haben muß, der wie Angela manchmal pro Schicht 1000 Teile drehen muß, zwei Stück in jeder Minute einspannen, drehen, ausspannen.	153:163	0:164
ausspannen	VVPP	1956	2	2532889X_1956-06-10_01_096.tcf.xml-12-12	 	In dem Tore eines Gasthofs glaube er immer ¦ ein großes Spinnengewebe ausgespannt zu sehen, so künstlich, daß die Insekten zwar hineinwärts, aber selbst die privilegierten Wespen nicht ungerupft herausfliegen könnten.	70:81	0:217
ausspannen	VVPP	1858	1	virchow_cellularpathologie_1858-3493-16	 	Wenn eine der letzteren z. B. durch Hemmung des Blutstromes oder Insufficienz der Klappen dauernd sehr ausgespannt wird, so tritt an dem am meisten gespannten Theile constant eine fettige Degeneration des Muskelfleisches ein.	103:114	0:225
ausspannen	VVFIN	1804	1	paul_flegeljahre02_1804-85-86	 	so bekümmern mich doch die Narren zu wenig, ja ich könnte einem, der frei seine Eitelkeit erklärte, solche nachsehen... Hingegen einem, der sie läugnet — der den Pfauenschweif hinter den Adlersflügeln einheften will — der nur an Sonntagen schwarz gehet, weil da der Schornsteinfeger weis gehet — der sehr ernst sich blos die Glaze auskämmt — der wie eine Spinne nächtlich das Gewebe, womit er die Sums-Müke, Lob einfängt, wieder verschlukt und dann wieder ausspannt — und der die Ansprüche des Philosophen und Narren gern verbände — und der natürlich noch dabei vollends so egoistisch ist... Ich sage egoistisch.	456:465	0:612
ausspannen	VVINF	1972	2	26120215_1972_11_21_01_108.tcf.xml-32-5	 	Man müßte mal so richtig ausspannen! wer hätte diesen Stoßseufzer nach einem harten Arbeitstag nicht schon ausgestoßen?	25:35	0:119
ausspannen	VVFIN	1852	1	ludwig_physiologie01_1852-5686-26	 	2. Jedes Gelenk, mit Ausnahme der sehr nahe zusammengelegenen Carpal-und der beiden letzten Phalangengelenke ist durch Muskelfleisch beweglich, welches sich nur über dasselbe ausspannt; zugleich aber ist es mit Muskeln überzogen, welche bei ihrer Zusammenziehung jedesmal gleichzeitig das Nächstvorhergehende oder Folgende in Bewegung setzen.	175:184	0:342
ausspannen	VVPP	1808	1	schubert_naturwissenschaft_1808-1556-30	 	Einige von ihnen nähern sich auch noch dadurch den Vögeln, daß sie durch die lange Haut, welche, wie bey den Fledermäusen von den vordern und hintern Füßen ausgespannt ist, noch vom Baum zu Baum zu flattern vermögen.	156:167	0:216
ausspannen	VVFIN	1959	2	2532889X_1959-08-15_01_134.tcf.xml-39-12	 	Schafft Möglichkeiten sportlicher Betätigung, richtet Erholungsparks ein, damit die Werktätigen ausspannen kön -	96:106	0:112
ausspannen	VVPP	1976	2	2532889X_1976-08-21_01_381.tcf.xml-36-21	 	Eine Stange wird vor dem Hause aufgestellt und von ihrer Spitze ein Strick aus Palmblättern bis an das Dach des Hauses ausgespannt.	119:130	0:131
